DATASET_EN,DATASET_TC,NAME_EN,NAME_TC,ADDRESS_EN,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NSEARCH03_EN,Title,NSEARCH04_EN,NSEARCH04_TC,NSEARCH05_EN,NSEARCH05_TC,Latitude,Longitude,LASTUPDATE,NORTHING,EASTING,GeometryEasting,GeometryNorthing
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"A2 NO 18, THE 6TH DISTRICT, SHA TIN TAU SAN TSUEN, SHA TIN, NEW TERRITORIES",新界沙田 沙田頭新村 第6區18號A2,Sha Tin,沙田區,2997000252,2997000252,97,97,FF,FF,生香豆腐廠,生香豆腐廠,,,30/9/2025,30/9/2025,22.37028,114.190602,31/7/2024,825678.2521,837681.8359,837681.8359,825678.2521
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"BLOCK F, 3/F, LEAPONT IND'L BUILDING, STTL 17, 18-28 WO LIU HANG ROAD, SHA TIN, NEW TERRITORIES",新界沙田 沙田市地段17號 禾寮坑路18-28號 聯邦工業大廈3樓F座,Sha Tin,沙田區,2597000045,2597000045,97,97,FE,FE,新聯邦美食,新聯邦美食,,,30/6/2025,30/6/2025,22.3975098,114.1973004,12/6/2024,828693.6378,838371.3073,838371.3073,828693.6378
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"ROOM 11-12, 4/F, TRANSPORT CITY, 1-7 SHING WAN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍 成運路1-7號 交通城4樓11-12室,Sha Tin,沙田區,2997000784,2997000784,97,97,FF,FF,真好有限公司,真好有限公司,,,17/5/2025,17/5/2025,22.3762418,114.1815563,7/5/2024,826338.3773,836750.1804,836750.1804,826338.3773
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"ROOM NO 4, 2/F, TRANSPORT CITY BUILDING, 1-7 SHING WAN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍 成運路1-7號 交通城2樓4室,Sha Tin,沙田區,2997805693,2997805693,97,97,FF,FF,新大興,新大興,,,15/8/2025,15/8/2025,22.3762418,114.1815563,29/5/2024,826338.3773,836750.1804,836750.1804,826338.3773
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT 10-11, 7/F, BLOCK B WAH SANG INDUSTRIAL BUILDING, 14-18 WONG CHUK YEUNG STREET, SHA TIN, NEW TERRITORIES",新界沙田 黃竹洋街14-18號 華生工業大廈 B座7樓10-11室,Sha Tin,沙田區,2997001918,2997001918,97,97,FF,FF,Profit Smart Food Limited,利駿食品有限公司,,,20/11/2025,20/11/2025,22.3984173,114.1898081,8/10/2024,828794.0447,837599.8018,837599.8018,828794.0447
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO 7 (PORTION B), COMMERCIAL CENTRE BLOCK 4, KWONG YUEN ESTATE, SHA TIN, NEW TERRITORIES",新界沙田 廣源邨商場第4座 7號(B部份)鋪,Sha Tin,沙田區,2997001909,2997001909,97,97,FF,FF,7-Eleven,7-Eleven,,,6/11/2025,6/11/2025,22.3806569,114.213983,19/9/2024,826827.7502,840089.6083,840089.6083,826827.7502
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"5/F, 5-13 WO SHUI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 禾穗街5-13號 5樓,Sha Tin,沙田區,2997000678,2997000678,97,97,FF,FF,Luncheon Star,活力午餐,#D#J,#D#J,30/9/2025,30/9/2025,22.397927,114.197722,26/8/2024,828739.8427,838414.7139,838414.7139,828739.8427
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"ROOM T, 16/F, BLOCK 1, KIN HO INDUSTRIAL BUILDING, AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 坳背灣街 金豪工業大廈 第1座16樓T室,Sha Tin,沙田區,2997000270,2997000270,97,97,FF,FF,龍園沙爹,龍園沙爹,,,30/9/2025,30/9/2025,22.397846,114.1954049,16/10/2024,828730.8418,838176.1194,838176.1194,828730.8418
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP B, G/F, NO. 56, DD 187, LOT 580, SHEUNG KENG HAU VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍第187約第580號地段 上徑口村56號地下B鋪,Sha Tin,沙田區,2997811513,2997811513,97,97,FF,FF,Pizza Bird - Pizza & Chicken,Pizza Bird - Pizza & Chicken,,,18/5/2025,18/5/2025,22.363281,114.173636,26/3/2024,824903.1542,835934.4572,835934.4572,824903.1542
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOPSTALL NO S72, MARKET, SUNSHINE CITY, MA ON SHAN, SHA TIN, NEW TERRITORIES",新界沙田馬鞍山 新港城街市 S72號檔,Sha Tin,沙田區,2997000915,2997000915,97,97,FF,FF,康泰,康泰,,,19/5/2025,19/5/2025,22.4240947,114.2305381,3/5/2024,831638.3863,841792.8067,841792.8067,831638.3863
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO. 3, 4 & 5, G/F, WAH LUEN IND'L BUILDING, 15-21 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES","新界沙田火炭 黃竹洋街15-21號 華聯工業中心 地下3,4及5號",Sha Tin,沙田區,2997000298,2997000298,97,97,FF,FF,合興,合興,,,30/9/2025,30/9/2025,22.398031,114.189395,16/7/2024,828751.2639,837557.268,837557.268,828751.2639
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"10/F, FLAT F, ON WAH IND'L BUILDING, 41-43 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 坳背灣街41-43號 安華工業大廈 10樓F室,Sha Tin,沙田區,2997000058,2997000058,97,97,FF,FF,金輝,金輝,,,30/9/2025,30/9/2025,22.3977532,114.1946206,28/8/2024,828720.5558,838095.3599,838095.3599,828720.5558
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"BLOCK J, 2/F, YUE CHEUNG CENTRE, 1-3 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 黃竹洋街1-3號 裕昌中心2樓J座,Sha Tin,沙田區,2997000942,2997000942,97,97,FF,FF,味美,味美,,,8/8/2025,8/8/2025,22.3968892,114.1910307,5/6/2024,828624.8408,837725.7105,837725.7105,828624.8408
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT 10, 12TH FLOOR, BLOCK A, WAH SANG INDUSTRIAL BUILDING, 14-18 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 黃竹洋街14-18號 華生工業大廈 A座12樓10室,Sha Tin,沙田區,2997002780,2997002780,97,97,FF,FF,Super Region Industrial Limited,超域實業有限公司,,,19/10/2025,19/10/2025,22.3984173,114.1898081,5/9/2024,828794.0447,837599.8018,837599.8018,828794.0447
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"6/F, CAFE DE CORAL CENTRE, 5 WO SHUI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 禾穗街5號 大家樂中心6樓,Sha Tin,沙田區,2997001477,2997001477,97,97,FF,FF,Luncheon Star,活力午餐,#D#J,#D#J,12/1/2026,12/1/2026,22.397963,114.197713,30/12/2024,828743.8291,838413.7866,838413.7866,828743.8291
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"BLOCK 25, 18/F, WAH LUEN IND'L BUILDING, STTL 163, WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 沙田市地段163號 黃竹洋街華聯工業中心 18樓25室,Sha Tin,沙田區,2997000304,2997000304,97,97,FF,FF,華強,華強,,,30/9/2025,30/9/2025,22.3982875,114.1912521,5/8/2024,828779.6848,837748.4938,837748.4938,828779.6848
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"NO 3 & 4, 4/F, TRANSPORT CITY BUILDING, 1-7 SHING WAN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍 成運路1-7號 交通城4樓3&4室,Sha Tin,沙田區,2997000508,2997000508,97,97,FF,FF,金塔,金塔,,,30/9/2025,30/9/2025,22.3762418,114.1815563,16/8/2024,826338.3773,836750.1804,836750.1804,826338.3773
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"16/F, BLOCK A, YUE CHEUNG CENTRE, STTL 79, WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 沙田市地段79號 黃竹洋街 裕昌中心16樓A座,Sha Tin,沙田區,2597000124,2597000124,97,97,FE,FE,雨花齋,雨花齋,,,30/6/2025,30/6/2025,22.3983897,114.1894815,10/7/2024,828790.9856,837566.1717,837566.1717,828790.9856
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT A, 2/F, FU CHEUNG CENTRE, 5-7 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 黃竹洋街5-7號 富昌中心2樓A室,Sha Tin,沙田區,2997001662,2997001662,97,97,FF,FF,A-1 Bakery Co (HK) Ltd,A-1 Bakery Co (HK) Ltd,,,30/5/2025,30/5/2025,22.3971518,114.1904734,5/4/2024,828653.9147,837668.3213,837668.3213,828653.9147
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT 3, 18/F, WAH LUEN INDUSTRIAL BUILDING, 15 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 黃竹洋街15號 華聯工業中心 18樓3室,Sha Tin,沙田區,2997000377,2997000377,97,97,FF,FF,智恒燒爉,智恒燒爉,,,30/9/2025,30/9/2025,22.3977629,114.1894493,9/8/2024,828721.5761,837562.8618,837562.8618,828721.5761
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"FLAT C, 1/F, ON SHING IND'L BUILDING, 2-16 WO LIU HANG ROAD, SHA TIN, NEW TERRITORIES",新界沙田禾寮坑路2-16號安盛工業大廈1 樓C室,Sha Tin,沙田區,2597000018,2597000018,97,97,FE,FE,富濠,富濠,,,30/6/2025,30/6/2025,22.3969945,114.1969753,13/6/2024,828636.5712,838337.8388,838337.8388,828636.5712
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP NO 6D, G/F, LEADER IND'L CENTRE, 57-59 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 坳背灣街57-59號 利達工業中心 地下6D號鋪,Sha Tin,沙田區,2997001194,2997001194,97,97,FF,FF,GOOD FRIENDS FOOD SUPPLY,老友記,,,19/5/2025,19/5/2025,22.3992402,114.1927027,6/6/2024,828885.1978,837897.8529,837897.8529,828885.1978
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"7/F, ON WAH IND'L BUILDING, STTL 70, FO TAN YEUK, SHA TIN, NEW TERRITORIES",新界沙田火炭約 沙田市地段第70號 安華工業大廈7樓,Sha Tin,沙田區,2997000049,2997000049,97,97,FF,FF,東東,東東,,,30/9/2025,30/9/2025,22.3977532,114.1946206,17/9/2024,828720.5558,838095.3599,838095.3599,828720.5558
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"STALL NO.4, G/F, SHOPPING CENTRE (MARKET) 2, YU CHUI COURT, NGAU PEI SHA STREET, SHA TIN, NEW TERRITORIES",新界沙田 牛皮沙街 愉翠商場(街市) 地下4號檔,Sha Tin,沙田區,2997002638,2997002638,97,97,FF,FF,家寶,家寶,,,19/6/2025,19/6/2025,22.3821357,114.2051279,8/5/2024,826991.3076,839177.6406,839177.6406,826991.3076
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"SHOP NO 2, L1, WAH YIU IND'L CENTRE, 30-32 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭坳背灣街30-32號華耀工業 中心1樓2號鋪,Sha Tin,沙田區,2597000212,2597000212,97,97,FE,FE,華耀食堂,華耀食堂,,,30/6/2025,30/6/2025,22.3992087,114.194003,2/7/2024,828881.7243,838031.7461,838031.7461,828881.7243
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"SHOP B, 3/F, UNISON INDUSTRIAL CENTRE, 27-31 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 坳背灣街27-31號 協興工業中心 3樓B鋪,Sha Tin,沙田區,2997001538,2997001538,97,97,FF,FF,佳成興業,佳成興業,,,25/5/2025,25/5/2025,22.3968516,114.195675,12/8/2024,828620.7297,838203.9458,838203.9458,828620.7297
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"UNIT 26, 16/F, BLOCK A WAH LUEN INDUSTRIAL CENTRE, 15-21 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭黃竹洋街15-21號華聯工業 中心A座16樓26室,Sha Tin,沙田區,2997002081,2997002081,97,97,FF,FF,BLENDIT HONG KONG LIMITED,BLENDIT HONG KONG LIMITED,,,11/7/2025,11/7/2025,22.398031,114.189395,5/8/2024,828751.2639,837557.268,837557.268,828751.2639
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"NO 3, 2/F, WAH LUEN IND'L BUILDING, 15-21 WONG CHUK YEUNG STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 黃竹洋街15-21號 華聯工業中心 2樓3號,Sha Tin,沙田區,2997000173,2997000173,97,97,FF,FF,黎榮記,黎榮記,,,30/9/2025,30/9/2025,22.3980314,114.1895481,25/7/2024,828751.3095,837573.0329,837573.0329,828751.3095
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"FLAT B, 1/F, SUPREME INDUSTRIAL BUILDING, 15-17 SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 山尾街15-17號 峰山工業大廈 1樓B室,Sha Tin,沙田區,2597000364,2597000364,97,97,FE,FE,1st Floor Kitchen,壹樓廚房,,,11/7/2025,11/7/2025,22.3966598,114.1933064,23/7/2024,828599.4619,837960.0476,837960.0476,828599.4619
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"NO 15, 5/F, TRANSPORT CITY BUILDING, 1-7 SHING WAN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍 成運路1-7號 交通城5樓15號,Sha Tin,沙田區,2997000128,2997000128,97,97,FF,FF,成興,成興,,,30/9/2025,30/9/2025,22.3762418,114.1815563,29/7/2024,826338.3773,836750.1804,836750.1804,826338.3773
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"NO 13, 3/F, WORLD-WIDE INDUSTRIAL CENTRE, 43-47 SHAN MEI STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 山尾街43-47號 環球工業中心 3樓13號,Sha Tin,沙田區,2597000179,2597000179,97,97,FE,FE,閒日小屋,閒日小屋,,,30/6/2025,30/6/2025,22.3988661,114.1906592,19/9/2024,828843.7507,837687.4361,837687.4361,828843.7507
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT F, 12/F, VALIANT IND'L CENTRE, 2-12 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 坳背灣街2-12號 威力工業中心 12樓F室,Sha Tin,沙田區,2997001015,2997001015,97,97,FF,FF,8H (HONG KONG) LIMITED,八源(香港)有限公司,,,6/4/2025,6/4/2025,22.3973884,114.1961394,20/2/2025,828680.1787,838251.7586,838251.7586,828680.1787
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"G/F, SHOP G (REAR PORTION), CENTURY IND'L CENTRE, 33-35 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 坳背灣街33-35號 世紀工業中心 地下G鋪(後部份),Sha Tin,沙田區,2597000221,2597000221,97,97,FE,FE,風味食堂,風味食堂,,,26/4/2025,26/4/2025,22.3971142,114.1951177,18/3/2024,828649.8018,838146.5557,838146.5557,828649.8018
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"TRACKSIDE KIOSKS 1-2 & 4-6, 1/F,GRANDSTANDS I & II, SHA TIN RACECOURSE, SHA TIN, NEW TERRITORIES",新界沙田 沙田馬場 看台1及2 1樓欄邊食物亭1至2及4-6號,Sha Tin,沙田區,2997002115,2997002115,97,97,FF,FF,The Hong Kong Jockey Club,香港賽馬會,,,8/8/2025,8/8/2025,22.401685,114.2047309,31/5/2024,829156.1049,839136.3547,839136.3547,829156.1049
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP NO 2, UPPER G/F, HARRY IND'L BUILDING, 49-51 AU PUI WAN STREET, FO TAN, SHA TIN, NEW TERRITORIES",新界沙田火炭 坳背灣街49-51號 協力工業大廈 高層地下2號工作室,Sha Tin,沙田區,2997002258,2997002258,97,97,FF,FF,潮觀快餐廳,潮觀快餐廳,,,28/2/2026,28/2/2026,22.3983957,114.1936315,18/2/2025,828791.6918,837993.5025,837993.5025,828791.6918
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"G/F (PORTION) 5/F 7/F 8/F 9/F (PORTION)12/F (PORTION) & 13/F, 17-19 YUEN SHUN CIRCUIT, SHA TIN, NEW TERRITORIES",新界沙田 源順圍17-19號 地下(部份)5樓7樓8樓 9樓(部份) 12樓(部份)及13樓,Sha Tin,沙田區,2997000571,2997000571,97,97,FF,FF,Swire Coca Cola HK Ltd,香港太古可口可樂有限公司,#D,#D,30/9/2025,30/9/2025,22.3820648,114.2086786,31/7/2024,826983.5295,839543.305,839543.305,826983.5295
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"WORKSHOP 8, G/F, SHING CHUEN INDUSTRIAL BUILDING, 25-27 SHING WAN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍 成運路25-27號 成全工業大廈 地下8號工作室,Sha Tin,沙田區,2997002285,2997002285,97,97,FF,FF,TEXAS FOOD SUPPLIES LTD,德州食品供應有限公司,,,25/3/2026,25/3/2026,22.3756324,114.180999,23/1/2025,826270.8934,836692.7873,836692.7873,826270.8934
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Food Factory Licence,食物製造廠,"FLAT 12-15, 7/F, BLOCK B, WAH SANG INDUSTRIAL BUILDING, 14-18 WONG CHUK YEUNG STREET, SHA TIN, NEW TERRITORIES",新界沙田 黃竹洋街14-18號 華生工業大廈 B座7樓12-15室,Sha Tin,沙田區,2997001769,2997001769,97,97,FF,FF,Profit Smart Food Limited,利駿食品有限公司,,,17/12/2025,17/12/2025,22.3982213,114.1900137,20/11/2024,828772.3424,837620.9746,837620.9746,828772.3424
Food Licences (except Restaurant Licences),食物業處所牌照(食肆牌照除外),Factory Canteen Licence,工廠食堂,"FLAT G, 12/F, BLOCK 2, KIN HO IND'L BUILDING, STTL 65-66, 14-24 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES",新界沙田 沙田市地段65-66號 坳背灣街14-24號 金豪工業大廈第2座12樓G室,Sha Tin,沙田區,2597000133,2597000133,97,97,FE,FE,露絲咖啡有限公司,露絲咖啡有限公司,,,30/6/2025,30/6/2025,22.397846,114.1954049,28/6/2024,828730.8418,838176.1194,838176.1194,828730.8418
